anchor,layer,run_kind,n_items,n_rows,attention_mass_question,attention_mass_options,attention_mass_question_options,attention_mass_wrapper_syntax,attention_mass_instruction,attention_entropy,content_vs_wrapper_focus_ratio
all_option_ends,4,clean_correct_wrapped,285,3420,0.11314210282571101,0.22368525976526255,0.33682736259097357,0.6631726360035657,0.0,1.9693012864334367,2.523659298980158
all_option_ends,4,corrupt_wrong_wrapped,285,3420,0.11006754477589338,0.22508371860622478,0.33515126338211815,0.6648487372975899,0.0,1.9690039806351152,2.798019111955792
all_option_ends,4,vanilla_same_item,285,3420,0.6848247570731835,0.1902325844486321,0.8750573415218156,0.12494265899962163,0.0,1.7358840541859641,78.37623513340405
all_option_ends,5,clean_correct_wrapped,285,3420,0.12421811761743241,0.3166010631617058,0.44081918077913823,0.5591808187887963,0.0,2.2031695983301827,7.990551585558141
all_option_ends,5,corrupt_wrong_wrapped,285,3420,0.12210684491464055,0.3181057093492207,0.44021255426386124,0.5597874454056592,0.0,2.205000406695388,4.993007386505511
all_option_ends,5,vanilla_same_item,285,3420,0.6230530355485123,0.2966281566048395,0.9196811921533519,0.08031880793434794,0.0,2.0094286851977046,215.21006392434185
all_option_ends,6,clean_correct_wrapped,285,3420,0.08881131996931772,0.24952421986513534,0.3383355398344531,0.661664461765557,0.0,1.82893677187882,692.2718616441333
all_option_ends,6,corrupt_wrong_wrapped,285,3420,0.08789662704828699,0.250570055215288,0.338466682263575,0.6615333189752111,0.0,1.816770768010368,225.84696304819744
all_option_ends,6,vanilla_same_item,285,3420,0.6757915552956058,0.22614229171330041,0.9019338470089061,0.09806615258077124,0.0,1.6805460639951522,2026.394567100355
all_option_ends,7,clean_correct_wrapped,285,3420,0.1608053292061823,0.4302739203614336,0.5910792495676158,0.40892075138441925,0.0,2.9899834813430295,5.613619436621983
all_option_ends,7,corrupt_wrong_wrapped,285,3420,0.16058347461791755,0.4309340592046017,0.5915175338225193,0.4084824654331811,0.0,2.985264018108273,7.520895741238069
all_option_ends,7,vanilla_same_item,285,3420,0.434099946259412,0.39121967945835495,0.825319625717767,0.1746803738079661,0.0,2.8609842693945122,82.61039592547064
all_option_ends,8,clean_correct_wrapped,285,3420,0.12861305356089583,0.3379581606384807,0.4665712141993766,0.5334287859246977,0.0,2.155626652054271,14.447581323195278
all_option_ends,8,corrupt_wrong_wrapped,285,3420,0.12392783708916864,0.33890917915493624,0.46283701624410484,0.5371629842320055,0.0,2.1526757375233703,7.988479228164136
all_option_ends,8,vanilla_same_item,285,3420,0.604764745759707,0.3110087273416398,0.9157734731013467,0.0842265272981556,0.0,2.1016412629370103,689.97653809227
all_option_ends,9,clean_correct_wrapped,285,3420,0.18748759421966193,0.28981269153309447,0.4773002857527564,0.5226997130803869,0.0,2.5237840724270244,3.0593551090447337
all_option_ends,9,corrupt_wrong_wrapped,285,3420,0.18333227425518042,0.293092044739428,0.47642431899460846,0.5235756805426495,0.0,2.5222785265996444,3.1811019664198157
all_option_ends,9,vanilla_same_item,285,3420,0.615513166040999,0.2539434680855661,0.8694566341265653,0.13054336557006163,0.0,2.3861685629215157,34.775737162764734
all_option_ends,10,clean_correct_wrapped,285,3420,0.1923348231552569,0.35619465361361796,0.5485294767688749,0.45147052073023386,0.0,2.5778090766647406,3.90155375615628
